Player,Tm,PER,BPM,VORP,WS,Team Mar,Year
Corey Williams,CHI,9.3,-5.0,-0.2,0.2,6.51,1993
Bison Dele,ORL,12.9,-1.1,0.1,0.3,1.35,1993
Mark Randall,DET,12.6,-3.0,-0.1,0.4,-1.04,1993
Greg Dreiling,IND,5.0,-4.9,-0.2,0.1,1.75,1993
Ed Nealy,GSW,7.4,-2.7,0.0,0.3,-1.12,1993
Jay Guidinger,CLE,9.6,-1.2,0.0,0.3,6.46,1993
Greg Foster,ATL,13.1,-4.9,-0.1,0.2,-0.67,1993
Sidney Green,SAS,12.5,-1.0,0.1,0.4,2.28,1993
Eddie Lee Wilkins,PHI,21.2,-7.2,-0.3,0.5,-5.12,1993
Steve Bardo,DAL,7.7,-5.5,-0.2,-0.3,-14.61,1993
Randy Woods,LAC,12.3,-3.3,-0.1,0.1,0.23,1993
Alton Lister,GSW,4.3,-6.9,-0.2,-0.2,-1.12,1993
Tim Kempton,PHO,8.6,-3.9,-0.1,0.1,6.17,1993
Steve Scheffler,SEA,13.1,-1.8,0.0,0.6,6.73,1993
Radisav Curcic,DAL,13.5,-2.9,0.0,0.3,-14.61,1993
Alaa Abdelnaby,MIL,11.9,-4.0,-0.1,0.1,-3.52,1993
Joe Wolf,POR,12.9,-2.8,0.0,0.5,2.82,1993
Kenny Payne,PHI,14.2,-3.6,-0.1,0.0,-5.12,1993
Lorenzo Williams,BOS,12.1,-0.5,0.1,0.3,0.92,1993
Ed Pinckney,BOS,10.5,-3.0,0.0,0.3,0.92,1993
Jerome Lane,CLE,18.1,4.3,0.2,0.5,6.46,1993
Robert Werdann,DEN,7.7,-6.2,-0.2,-0.1,-2.19,1993
Darrell Walker,DET,0.1,-4.8,-0.1,-0.3,-1.04,1993
Tom Hammonds,CHH,8.3,-6.0,-0.1,0.1,-0.09,1993
Bobby Phills,CLE,14.2,-5.5,-0.1,-0.1,6.46,1993
Jayson Williams,NJN,10.6,-8.1,-0.2,0.2,1.23,1993
Lamont Strothers,DAL,5.7,-6.9,-0.2,-0.4,-14.61,1993
Keith Jennings,GSW,18.5,-0.7,0.0,0.6,-1.12,1993
Sidney Green,CHH,9.3,-7.0,-0.2,0.1,-0.09,1993
Walter Palmer,DAL,12.8,-7.7,-0.2,0.0,-14.61,1993
Jeff Sanders,ATL,6.9,-3.0,0.0,-0.1,-0.67,1993
Alex Blackwell,LAL,8.2,-5.6,-0.1,0.0,-1.31,1993
Randy Breuer,ATL,11.1,-3.8,0.0,0.1,-0.67,1993
Thomas Jordan,PHI,6.9,-8.7,-0.2,-0.2,-5.12,1993
Moses Malone,MIL,18.7,-3.4,0.0,0.1,-3.52,1993
Chris Corchiani,ORL,14.6,-1.2,0.0,0.3,1.35,1993
Isaiah Morris,DET,10.6,-7.4,-0.1,0.0,-1.04,1993
John Bagley,BOS,2.0,-10.2,-0.2,-0.3,0.92,1993
Delaney Rudd,POR,1.7,-9.7,-0.2,-0.3,2.82,1993
James Donaldson,UTA,10.7,-3.5,0.0,0.2,1.83,1993
Greg Foster,WSB,8.3,-4.8,-0.1,0.0,-6.59,1993
Gundars Vetra,MIN,13.6,-5.2,-0.1,0.1,-8.07,1993
Sean Green,IND,17.5,-3.4,0.0,0.0,1.75,1993
Ed Nealy,CHI,10.9,-4.3,0.0,0.2,6.51,1993
Henry James,SAC,17.4,-6.2,-0.1,0.1,-3.04,1993
Pat Durham,GSW,2.9,-9.5,-0.1,-0.2,-1.12,1993
Orlando Woolridge,MIL,14.1,-6.5,-0.1,0.1,-3.52,1993
Terry Cummings,SAS,7.9,-5.8,-0.1,0.0,2.28,1993
Vincent Askew,SAC,8.9,-3.9,0.0,0.0,-3.04,1993
Gerald Glass,MIN,3.6,-10.9,-0.2,-0.2,-8.07,1993
Joe Courtney,GSW,10.3,-5.9,-0.1,0.1,-1.12,1993
Reggie Smith,POR,7.6,-5.7,-0.1,0.0,2.82,1993
William Bedford,SAS,3.0,-14.8,-0.2,-0.1,2.28,1993
Bo Kimble,NYK,9.6,-4.1,0.0,0.0,6.13,1993
Jeff Ruland,DET,5.2,-3.8,0.0,0.0,-1.04,1993
Marcus Webb,BOS,20.1,-3.1,0.0,0.1,0.92,1993
Byron Irvin,WSB,9.5,-7.7,-0.1,0.0,-6.59,1993
Eric Anderson,NYK,11.3,-1.6,0.0,0.1,6.13,1993
Steve Kerr,CLE,17.5,-1.1,0.0,0.1,6.46,1993
Kurt Rambis,PHO,4.6,-4.1,0.0,-0.1,6.17,1993
Bart Kofoed,BOS,14.9,-6.6,0.0,0.0,0.92,1993
Matt Othick,SAS,5.9,-4.7,0.0,0.0,2.28,1993
Anthony Pullard,MIL,9.2,-8.2,-0.1,-0.1,-3.52,1993
Alex Stivrins,PHO,14.5,-5.6,0.0,0.0,6.17,1993
Dwayne Schintzius,NJN,12.5,0.1,0.0,0.1,1.23,1993
Steve Burtt,WSB,18.5,-1.8,0.0,0.0,-6.59,1993
Joe Courtney,CHI,5.6,-4.0,0.0,0.0,6.51,1993
Doug Lee,NJN,-0.2,-8.9,-0.1,0.0,1.23,1993
Larry Robinson,WSB,12.0,-7.5,0.0,0.0,-6.59,1993
Jo Jo English,CHI,1.9,-5.8,0.0,-0.1,6.51,1993
Kenny Battle,BOS,20.7,2.4,0.0,0.1,0.92,1993
Duane Washington,LAC,-2.1,-11.5,-0.1,-0.1,0.23,1993
Alan Ogg,MIL,9.6,-3.8,0.0,0.0,-3.52,1993
Terry Teagle,HOU,2.1,-10.5,-0.1,0.0,3.88,1993
Alex Stivrins,MIL,10.9,-5.6,0.0,0.0,-3.52,1993
Mark Acres,HOU,-0.6,-17.8,-0.1,-0.1,3.88,1993
Lorenzo Williams,CHH,5.7,-11.3,0.0,0.0,-0.09,1993
Alex Stivrins,ATL,18.8,-12.6,0.0,0.0,-0.67,1993
Andre Spencer,ATL,-8.8,-10.7,0.0,-0.1,-0.67,1993
Stan Kimbrough,SAC,8.2,-7.7,0.0,0.0,-3.04,1993
Ricky Blanton,CHI,19.3,2.9,0.0,0.0,6.51,1993
Rich King,SEA,8.7,-10.8,0.0,0.0,6.73,1993
Lorenzo Williams,ORL,3.2,-3.7,0.0,0.0,1.35,1993
Howard Wright,ORL,28.7,-5.6,0.0,0.0,1.35,1993
Dan O'Sullivan,NJN,20.4,-5.7,0.0,0.1,1.23,1993
Dave Hoppen,NJN,9.0,-10.1,0.0,0.0,1.23,1993
Henry James,UTA,14.6,-13.3,0.0,0.0,1.83,1993
Joe Wolf,BOS,-4.7,-15.1,0.0,-0.1,0.92,1993
Mark Randall,MIN,-8.6,-18.7,0.0,0.0,-8.07,1993
Dan O'Sullivan,MIL,30.3,7.6,0.0,0.1,-3.52,1993
Barry Stevens,GSW,15.2,-4.0,0.0,0.0,-1.12,1993
Tim Legler,UTA,4.9,-19.9,0.0,0.0,1.83,1993
Chris Corchiani,WSB,19.5,-1.5,0.0,0.0,-6.59,1993
Alan Ogg,WSB,67.9,-22.6,0.0,0.0,-6.59,1993
Alex Stivrins,LAC,-32.3,-40.6,0.0,0.0,0.23,1993
Latrell Sprewell,GSW,15.9,1.9,3.5,8.0,1.75,1994
Karl Malone,UTA,22.9,5.9,6.6,13.4,4.31,1994
Hakeem Olajuwon,HOU,25.3,6.3,6.9,14.3,4.34,1994
David Robinson,SAS,30.7,9.9,9.8,20.0,5.47,1994
Shaquille O'Neal,ORL,28.5,5.9,6.5,16.9,3.73,1994
Dan Majerle,PHO,13.7,2.4,3.6,7.3,4.78,1994
Clarence Weatherspoon,PHI,18.1,0.3,1.8,6.0,-7.69,1994
Kenny Anderson,NJN,18.2,2.1,3.2,7.5,2.25,1994
Jim Jackson,DAL,14.4,-1.7,0.2,0.6,-8.62,1994
Anfernee Hardaway,ORL,17.4,3.9,4.5,7.1,3.73,1994
Glen Rice,MIA,18.5,1.6,2.7,10.2,2.59,1994
Dennis Rodman,SAS,13.4,3.8,4.4,8.7,5.47,1994
Patrick Ewing,NYK,22.9,4.0,4.5,13.1,6.9,1994
John Stockton,UTA,22.5,3.9,4.5,13.2,4.31,1994
Charles Oakley,NYK,15.3,4.0,4.5,10.5,6.9,1994
Mookie Blaylock,ATL,19.6,5.1,5.2,10.2,5.0,1994
Otis Thorpe,HOU,16.1,2.0,3.0,9.8,4.34,1994
Mitch Richmond,SAC,17.7,1.0,2.2,6.4,-5.37,1994
Jamal Mashburn,DAL,13.2,-2.3,-0.2,0.9,-8.62,1994
Rod Strickland,POR,19.8,3.1,3.7,9.3,2.6,1994
Gary Payton,SEA,17.8,2.7,3.4,9.3,8.84,1994
Dee Brown,BOS,16.0,2.1,2.9,6.4,-4.53,1994
Kevin Willis,ATL,19.4,1.2,2.3,10.2,5.0,1994
Ron Harper,LAC,15.7,0.7,2.0,2.9,-5.21,1994
Dikembe Mutombo,DEN,17.9,3.8,4.2,9.4,1.51,1994
Clifford Robinson,POR,17.4,0.5,1.8,7.5,2.6,1994
Bryant Stith,DEN,12.7,0.7,1.9,6.8,1.51,1994
A.C. Green,PHO,17.0,1.1,2.2,9.3,4.78,1994
Nick Anderson,ORL,16.9,2.9,3.5,7.6,3.73,1994
Tom Gugliotta,WSB,17.9,2.0,2.8,3.8,-7.49,1994
Sherman Douglas,BOS,14.3,-2.2,-0.1,2.7,-4.53,1994
Derrick Coleman,NJN,21.4,4.2,4.3,9.9,2.25,1994
Steve Smith,MIA,17.2,2.8,3.4,8.1,2.59,1994
Terry Mills,DET,17.7,0.8,1.9,6.3,-7.73,1994
B.J. Armstrong,CHI,14.5,-1.0,0.7,7.5,3.08,1994
Gerald Wilkins,CLE,14.9,1.7,2.6,6.8,3.83,1994
Scottie Pippen,CHI,23.2,7.9,6.9,11.2,3.08,1994
Muggsy Bogues,CHH,16.2,0.0,1.4,6.4,-0.13,1994
Billy Owens,GSW,15.6,1.5,2.5,5.7,1.75,1994
Detlef Schrempf,SEA,14.9,1.4,2.3,8.4,8.84,1994
Kevin Edwards,NJN,13.8,0.5,1.7,5.1,2.25,1994
Mark Jackson,LAC,14.8,-0.7,0.9,4.1,-5.21,1994
Lionel Simmons,SAC,14.8,0.6,1.8,3.8,-5.37,1994
Nick Van Exel,LAL,13.6,-1.3,0.5,3.4,-4.04,1994
LaPhonso Ellis,DEN,15.9,1.6,2.4,7.6,1.51,1994
Vlade Divac,LAL,18.8,3.5,3.7,7.4,-4.04,1994
Hot Rod Williams,CLE,16.2,2.4,3.0,7.4,3.83,1994
Reggie Williams,DEN,13.1,1.4,2.3,4.8,1.51,1994
Hersey Hawkins,CHH,15.6,2.0,2.7,6.5,-0.13,1994
Reggie Miller,IND,20.2,3.7,3.8,11.7,3.24,1994
Buck Williams,POR,14.0,1.1,2.0,7.9,2.6,1994
Mahmoud Abdul-Rauf,DEN,16.7,-0.6,0.9,6.8,1.51,1994
Derrick McKey,IND,13.3,2.2,2.8,5.0,3.24,1994
Stacey Augmon,ATL,17.9,3.0,3.3,9.7,5.0,1994
Shawn Kemp,SEA,22.9,6.3,5.4,11.7,8.84,1994
Joe Dumars,DET,16.2,-0.7,0.9,4.4,-7.73,1994
Dale Ellis,SAS,14.7,1.0,2.0,7.6,5.47,1994
Vernon Maxwell,HOU,12.5,0.3,1.5,3.5,4.34,1994
Horace Grant,CHI,19.8,4.8,4.4,10.0,3.08,1994
Spud Webb,SAC,15.2,-0.8,0.8,5.1,-5.37,1994
Vin Baker,MIL,16.1,-0.1,1.3,4.4,-6.55,1994
Wayman Tisdale,SAC,15.8,-1.4,0.4,5.4,-5.37,1994
Ken Norman,MIL,12.6,-1.4,0.4,1.9,-6.55,1994
Eric Murdock,MIL,20.3,2.7,3.0,7.2,-6.55,1994
Dana Barros,PHI,16.0,-0.3,1.1,4.7,-7.69,1994
Willie Anderson,SAS,14.2,0.0,1.3,5.6,5.47,1994
Don MacLean,WSB,17.8,-1.2,0.5,5.6,-7.49,1994
Kevin Johnson,PHO,20.6,0.9,1.8,8.7,4.78,1994
Chris Webber,GSW,21.7,5.0,4.3,7.8,1.75,1994
Kendall Gill,SEA,15.6,1.5,2.2,6.7,8.84,1994
Christian Laettner,MIN,16.8,2.0,2.5,4.1,-6.86,1994
Isaiah Rider,MIN,14.2,-1.7,0.2,1.7,-6.86,1994
Rony Seikaly,MIA,17.1,1.1,1.9,6.7,2.59,1994
Sean Elliott,DET,11.3,-2.3,-0.2,1.4,-7.73,1994
Mark Price,CLE,22.7,4.3,3.8,10.0,3.83,1994
Robert Horry,HOU,14.2,2.4,2.7,5.9,4.34,1994
Michael Adams,WSB,14.2,-1.6,0.2,3.1,-7.49,1994
Tim Perry,PHI,11.5,-1.2,0.5,2.6,-7.69,1994
Clyde Drexler,POR,18.4,3.8,3.4,6.8,2.6,1994
Avery Johnson,GSW,13.9,-2.3,-0.2,4.1,1.75,1994
Chris Mullin,GSW,15.8,1.3,2.0,4.7,1.75,1994
Blue Edwards,MIL,12.9,-1.8,0.1,2.9,-6.55,1994
Dino Radja,BOS,18.2,0.3,1.4,5.9,-4.53,1994
Scott Skiles,ORL,13.1,-2.5,-0.3,4.4,3.73,1994
Charles Barkley,PHO,22.8,5.5,4.4,8.8,4.78,1994
Dale Davis,IND,15.9,2.9,2.8,7.0,3.24,1994
Dennis Scott,ORL,14.1,0.1,1.2,5.0,3.73,1994
Sedale Threatt,LAL,15.3,-1.9,0.1,4.5,-4.04,1994
Elden Campbell,LAL,15.2,-1.4,0.3,4.2,-4.04,1994
Felton Spencer,UTA,11.7,-0.8,0.7,4.7,4.31,1994
Kenny Smith,HOU,14.2,-0.9,0.6,6.1,4.34,1994
Micheal Williams,MIN,18.0,0.8,1.6,5.6,-6.86,1994
Grant Long,MIA,13.9,1.4,1.9,5.1,2.59,1994
Doug West,MIN,13.3,-2.3,-0.2,2.6,-6.86,1994
Dell Curry,CHH,18.5,1.7,2.0,5.0,-0.13,1994
Lindsey Hunter,DET,12.0,-2.6,-0.3,-0.8,-7.73,1994
Sam Perkins,SEA,14.9,0.9,1.6,7.0,8.84,1994
Tyrone Corbin,UTA,11.8,1.5,1.9,4.4,4.31,1994
Craig Ehlo,ATL,15.0,2.2,2.3,5.9,5.0,1994
Todd Day,MIL,13.5,-1.7,0.1,2.1,-6.55,1994
Loy Vaught,LAC,16.0,-0.9,0.6,5.5,-5.21,1994
Rik Smits,IND,19.7,2.0,2.1,7.8,3.24,1994
Harvey Grant,POR,12.3,-1.1,0.5,3.9,2.6,1994
Rick Fox,BOS,14.4,0.6,1.4,3.2,-4.53,1994
Terry Porter,POR,16.4,1.1,1.6,5.4,2.6,1994
John Starks,NYK,16.0,2.9,2.5,5.8,6.9,1994
Brian Shaw,MIA,13.4,1.0,1.5,3.2,2.59,1994
Steve Kerr,CHI,13.7,-0.5,0.8,6.1,3.08,1994
Pete Myers,CHI,10.6,-2.1,0.0,3.0,3.08,1994
Chuck Person,MIN,11.7,-2.2,-0.1,1.2,-6.86,1994
Rex Chapman,WSB,16.9,-0.7,0.6,3.9,-7.49,1994
Chris Mills,CLE,12.6,-0.3,0.9,4.0,3.83,1994
Alonzo Mourning,CHH,21.7,0.3,1.2,6.3,-0.13,1994
Greg Anthony,NYK,13.0,1.0,1.5,5.5,6.9,1994
Jeff Hornacek,PHI,16.3,0.7,1.4,3.7,-7.69,1994
Robert Parish,BOS,16.1,-1.3,0.3,4.0,-4.53,1994
Xavier McDaniel,BOS,14.5,-1.8,0.1,2.3,-4.53,1994
Armen Gilliam,NJN,18.5,0.0,1.0,6.8,2.25,1994
Orlando Woolridge,PHI,13.9,-3.1,-0.5,1.5,-7.69,1994
P.J. Brown,NJN,12.2,1.3,1.6,4.2,2.25,1994
Vinny Del Negro,SAS,15.3,-0.9,0.5,5.7,5.47,1994
Fat Lever,DAL,13.2,0.1,1.0,2.9,-8.62,1994
Elmore Spencer,LAC,10.7,-3.3,-0.6,0.6,-5.21,1994
Mike Brown,MIN,7.2,-2.5,-0.2,1.5,-6.86,1994
John Salley,MIA,13.0,1.1,1.5,4.8,2.59,1994
Anthony Mason,NYK,10.8,0.6,1.3,4.9,6.9,1994
Nate McMillan,SEA,15.5,4.8,3.3,6.0,8.84,1994
Kevin Gamble,BOS,13.4,-2.3,-0.1,2.1,-4.53,1994
Tom Chambers,UTA,13.4,-2.3,-0.1,3.9,4.31,1994
Brad Daugherty,CLE,18.4,2.0,1.9,6.4,3.83,1994
Jon Koncak,ATL,9.9,0.3,1.1,3.8,5.0,1994
Benoit Benjamin,NJN,14.2,-2.3,-0.1,4.1,2.25,1994
Toni Kukoc,CHI,15.4,0.6,1.2,3.2,3.08,1994
Oliver Miller,PHO,18.2,5.1,3.2,5.3,4.78,1994
Popeye Jones,DAL,14.1,0.3,1.0,3.6,-8.62,1994
George Lynch,LAL,16.1,1.4,1.5,3.9,-4.04,1994
Larry Johnson,CHH,16.8,1.4,1.5,3.9,-0.13,1994
Isiah Thomas,DET,15.2,-1.7,0.1,0.2,-7.73,1994
Antonio Davis,IND,15.2,0.3,1.0,5.0,3.24,1994
Bimbo Coles,MIA,13.0,-1.1,0.4,3.2,2.59,1994
Haywoode Workman,IND,12.9,-0.8,0.5,2.8,3.24,1994
Michael Cage,SEA,11.9,0.8,1.2,4.9,8.84,1994
Vincent Askew,SEA,15.9,0.5,1.1,6.0,8.84,1994
Dominique Wilkins,ATL,21.1,1.5,1.5,5.8,5.0,1994
Doug Smith,DAL,13.5,-1.9,0.0,2.3,-8.62,1994
Jeff Malone,UTA,12.9,-2.5,-0.2,2.9,4.31,1994
Kenny Gattison,CHH,13.3,-0.2,0.7,3.5,-0.13,1994
Greg Anderson,DET,14.6,-1.2,0.3,3.4,-7.73,1994
Jay Humphries,UTA,10.9,-1.1,0.3,2.0,4.31,1994
Chris Smith,MIN,10.2,-5.2,-1.3,0.9,-6.86,1994
Tony Smith,LAL,12.8,-2.2,-0.1,1.7,-4.04,1994
Andrew Lang,ATL,11.0,-1.7,0.1,2.9,5.0,1994
Mario Elie,HOU,13.4,-0.1,0.8,4.2,4.34,1994
Calbert Cheaney,WSB,14.0,-2.7,-0.3,1.2,-7.49,1994
Cedric Ceballos,PHO,20.9,1.2,1.3,5.5,4.78,1994
James Worthy,LAL,12.8,-4.9,-1.2,0.1,-4.04,1994
Danny Manning,LAC,17.9,0.7,1.1,2.2,-5.21,1994
Danny Ainge,PHO,11.8,-1.0,0.4,2.8,4.78,1994
Terrell Brandon,CLE,15.0,-0.9,0.4,2.9,3.83,1994
Jeff Turner,ORL,7.6,-3.2,-0.5,1.4,3.73,1994
Gary Grant,LAC,13.8,-2.0,0.0,1.3,-5.21,1994
Bobby Phills,CLE,14.1,-0.4,0.6,3.5,3.83,1994
Ed Pinckney,BOS,14.5,0.6,1.0,4.0,-4.53,1994
Allan Houston,DET,9.0,-6.5,-1.7,-1.2,-7.73,1994
Doug Christie,LAL,13.5,-0.3,0.6,1.4,-4.04,1994
Bison Dele,DEN,16.5,-0.1,0.7,4.7,1.51,1994
Kevin Duckworth,WSB,8.2,-5.3,-1.2,-0.5,-7.49,1994
Lee Mayberry,MIL,9.4,-5.5,-1.3,0.4,-6.55,1994
Eddie Johnson,CHH,15.9,-1.3,0.3,2.4,-0.13,1994
Tyrone Hill,CLE,18.4,1.0,1.1,5.7,3.83,1994
Frank Brickowski,MIL,14.7,-1.2,0.3,1.9,-6.55,1994
Mark Bryant,POR,9.9,-2.8,-0.3,2.3,2.6,1994
Negele Knight,SAS,13.9,-2.2,-0.1,3.3,5.47,1994
Rodney Rogers,DEN,12.9,-0.6,0.5,2.0,1.51,1994
Anthony Bonner,NYK,12.6,3.0,1.8,4.1,6.9,1994
Kenny Walker,WSB,10.7,-2.6,-0.2,1.9,-7.49,1994
Shawn Bradley,PHI,11.6,-2.4,-0.1,-1.1,-7.69,1994
Robert Pack,DEN,15.0,-2.1,0.0,1.7,1.51,1994
Bill Wennington,CHI,14.0,-1.4,0.2,3.5,3.08,1994
Harold Miner,MIA,14.0,-2.4,-0.1,2.7,2.59,1994
Donald Royal,ORL,14.6,-0.9,0.4,3.8,3.73,1994
Walt Williams,SAC,10.4,-2.8,-0.3,-0.7,-5.37,1994
Olden Polynice,DET,15.9,-2.2,-0.1,2.9,-7.73,1994
Chris Morris,NJN,15.4,2.7,1.6,3.8,2.25,1994
J.R. Reid,SAS,14.7,-1.3,0.2,3.0,5.47,1994
Johnny Dawkins,PHI,13.5,-3.3,-0.5,1.1,-7.69,1994
Hubert Davis,NYK,14.0,-0.5,0.5,4.2,6.9,1994
Tim Legler,DAL,16.1,-1.7,0.1,3.4,-8.62,1994
Mitchell Butler,WSB,13.0,-2.4,-0.1,1.1,-7.49,1994
Victor Alexander,GSW,14.0,-2.6,-0.2,2.3,1.75,1994
Derek Harper,NYK,13.7,0.2,0.7,4.0,6.9,1994
Thurl Bailey,MIN,15.2,-2.8,-0.3,2.6,-6.86,1994
Chris Gatling,GSW,18.7,-0.9,0.4,4.5,1.75,1994
Carl Herrera,HOU,9.1,-2.9,-0.3,2.0,4.34,1994
Jerome Kersey,POR,14.5,0.3,0.8,3.2,2.6,1994
Johnny Newman,NJN,13.2,-1.4,0.2,2.7,2.25,1994
Sean Rooks,DAL,14.6,-3.0,-0.3,2.2,-8.62,1994
Jon Barry,MIL,14.6,-0.3,0.6,2.1,-6.55,1994
Mark West,PHO,12.3,-0.7,0.4,2.4,4.78,1994
Scott Brooks,HOU,12.2,-1.4,0.2,3.3,4.34,1994
Matt Geiger,MIA,16.7,-0.3,0.5,4.5,2.59,1994
Byron Scott,IND,17.6,-0.7,0.4,3.1,3.24,1994
David Wood,DET,11.1,-0.8,0.4,2.3,-7.73,1994
Pervis Ellison,WSB,10.7,-2.1,0.0,0.7,-7.49,1994
Lucious Harris,DAL,11.0,-4.2,-0.6,0.6,-8.62,1994
Eric Leckner,PHI,10.4,-3.6,-0.5,0.9,-7.69,1994
Duane Ferrell,ATL,14.5,-1.6,0.1,3.2,5.0,1994
Acie Earl,BOS,9.2,-6.6,-1.3,0.2,-4.53,1994
Terry Cummings,SAS,12.7,-2.2,-0.1,1.8,5.47,1994
Derek Strong,MIL,14.6,-3.7,-0.5,2.1,-6.55,1994
Sam Cassell,HOU,13.1,-1.0,0.3,2.2,4.34,1994
Bryon Russell,UTA,11.1,0.7,0.8,2.1,4.31,1994
Charles Smith,NYK,11.3,-0.8,0.3,2.4,6.9,1994
Keith Jennings,GSW,15.5,-1.2,0.2,2.9,1.75,1994
Jeff Grayer,GSW,13.2,-2.4,-0.1,1.9,1.75,1994
Trevor Wilson,SAC,11.5,-2.8,-0.2,0.5,-5.37,1994
Sam Mitchell,IND,10.9,-1.5,0.1,2.2,3.24,1994
David Benoit,UTA,10.9,-2.8,-0.2,1.6,4.31,1994
Vern Fleming,IND,11.8,-2.0,0.0,1.4,3.24,1994
Olden Polynice,SAC,13.7,-1.5,0.1,2.2,-5.37,1994
Randy Brown,SAC,9.3,-2.6,-0.2,0.4,-5.37,1994
Brent Price,WSB,13.2,-2.3,-0.1,0.7,-7.49,1994
Ricky Pierce,SEA,20.8,-1.3,0.2,4.0,8.84,1994
Pooh Richardson,IND,13.3,-1.8,0.0,1.4,3.24,1994
David Wingate,CHH,10.8,-1.8,0.1,1.0,-0.13,1994
Ennis Whatley,ATL,12.8,-2.3,-0.1,2.2,5.0,1994
Luc Longley,MIN,12.6,-1.9,0.0,0.9,-6.86,1994
Tony Bennett,CHH,9.9,-3.2,-0.3,0.9,-0.13,1994
Kenny Williams,IND,15.8,-0.2,0.4,2.4,3.24,1994
Lloyd Daniels,SAS,11.2,-1.8,0.0,1.1,5.47,1994
Pete Chilcutt,SAC,13.6,-0.4,0.4,1.3,-5.37,1994
Rolando Blackman,NYK,11.3,-1.7,0.1,2.4,6.9,1994
Danny Ferry,CLE,12.0,-1.7,0.1,1.7,3.83,1994
Brad Lohaus,MIL,8.3,-3.2,-0.3,0.1,-6.55,1994
Tellis Frank,MIN,8.9,-1.1,0.2,1.1,-6.86,1994
Anthony Bowie,ORL,11.5,-2.8,-0.2,1.3,3.73,1994
Dominique Wilkins,LAC,21.8,-0.2,0.4,2.6,-5.21,1994
Danny Manning,ATL,13.8,0.4,0.6,1.3,5.0,1994
Harold Ellis,LAC,17.2,1.1,0.7,2.8,-5.21,1994
Anthony Peeler,LAL,13.4,-1.2,0.2,0.8,-4.04,1994
Larry Nance,CLE,17.1,1.4,0.8,2.8,3.83,1994
Jeff Malone,PHI,14.7,-3.7,-0.4,1.3,-7.69,1994
Derek Harper,DAL,10.2,-3.4,-0.3,0.0,-8.62,1994
Greg Graham,PHI,11.4,-4.6,-0.6,0.1,-7.69,1994
Warren Kidd,PHI,11.3,-3.9,-0.4,1.4,-7.69,1994
Tom Hammonds,DEN,12.4,-2.5,-0.1,2.2,1.51,1994
Charles Jones,DET,8.7,-0.5,0.3,1.5,-7.73,1994
Jayson Williams,NJN,13.0,-3.1,-0.2,1.8,2.25,1994
Frank Johnson,PHO,11.6,-3.3,-0.3,1.2,4.78,1994
Bo Outlaw,LAC,14.3,1.0,0.7,2.3,-5.21,1994
Byron Houston,GSW,7.5,-2.7,-0.1,0.9,1.75,1994
Mark Aguirre,LAC,13.1,-2.0,0.0,0.9,-5.21,1994
Joe Kleine,PHO,11.2,-3.2,-0.3,1.6,4.78,1994
Tony Campbell,DAL,13.3,-4.2,-0.5,0.5,-8.62,1994
LaBradford Smith,SAC,10.8,-3.4,-0.3,0.5,-5.37,1994
Jeff Hornacek,UTA,17.6,2.4,0.9,3.1,4.31,1994
Tracy Murray,POR,15.3,-1.4,0.1,2.2,2.6,1994
John Battle,CLE,12.2,-4.4,-0.5,1.4,3.83,1994
Bill Cartwright,CHI,10.1,-2.9,-0.2,1.3,3.08,1994
Herb Williams,NYK,10.4,-2.2,0.0,1.6,6.9,1994
Scott Burrell,CHH,10.4,-2.1,0.0,0.5,-0.13,1994
Adam Keefe,ATL,12.0,-3.2,-0.2,1.4,5.0,1994
Terry Dehere,LAC,9.5,-6.3,-0.8,-0.4,-5.21,1994
Doug Overton,WSB,8.4,-6.5,-0.9,-0.4,-7.49,1994
Sleepy Floyd,SAS,6.0,-6.1,-0.8,-0.4,5.47,1994
Matt Bullard,HOU,8.8,-2.1,0.0,1.0,4.34,1994
John Williams,LAC,10.5,-1.8,0.0,0.8,-5.21,1994
Willie Burton,MIA,15.6,-3.0,-0.2,1.6,2.59,1994
Anthony Avent,MIL,11.3,-4.7,-0.5,0.3,-6.55,1994
Corie Blount,CHI,12.3,-0.9,0.2,1.2,3.08,1994
Greg Dreiling,DAL,7.2,-4.0,-0.3,0.6,-8.62,1994
Larry Krystkowiak,ORL,8.9,-2.4,-0.1,1.0,3.73,1994
LeRon Ellis,CHH,13.5,-1.7,0.1,1.6,-0.13,1994
Lorenzo Williams,DAL,11.3,-1.1,0.2,1.1,-8.62,1994
Anthony Avent,ORL,7.1,-3.4,-0.2,0.1,3.73,1994
Duane Causwell,SAC,11.8,-2.3,-0.1,1.2,-5.37,1994
James Robinson,POR,10.0,-2.8,-0.1,0.2,2.6,1994
Mike Peplowski,SAC,9.6,-3.0,-0.2,0.9,-5.37,1994
Frank Brickowski,CHH,13.4,-1.2,0.1,0.7,-0.13,1994
Gheorghe Muresan,WSB,17.4,-2.3,-0.1,1.3,-7.49,1994
Tom Tolbert,LAC,7.9,-5.2,-0.5,0.0,-5.21,1994
Scott Williams,CHI,15.4,-1.0,0.2,1.7,3.08,1994
Kurt Rambis,LAL,14.0,-0.2,0.3,1.7,-4.04,1994
Marlon Maxey,MIN,15.4,-3.2,-0.2,1.7,-6.86,1994
Malik Sealy,IND,12.1,-2.4,-0.1,0.6,3.24,1994
Moses Malone,PHI,17.7,-3.1,-0.2,1.0,-7.69,1994
